id,category,filename,x,y,cluster
인명사상_어선_제128대진호_선원사상사건,인명사상,인명사상_어선_제128대진호_선원사상사건.hwp,-30.1924,4.5663,0
인명사상_어선_제15수영호_선원실종사건,인명사상,인명사상_어선_제15수영호_선원실종사건.pdf,-29.9543,6.2859,0
인명사상_어선_제17덕진호_선원사망사건,인명사상,인명사상_어선_제17덕진호_선원사망사건.hwpx,-10.1894,-18.387,0
인명사상_어선_제1만선호_부상사건,인명사상,인명사상_어선_제1만선호_부상사건.hwpx,-25.8713,-1.5826,2
인명사상_어선_제2017세종호_선원사망사건,인명사상,인명사상_어선_제2017세종호_선원사망사건.hwpx,-28.6539,3.9149,2
인명사상_어선_제201창남호_선원부상사건,인명사상,인명사상_어선_제201창남호_선원부상사건.hwpx,-26.8984,3.2499,2
인명사상_어선_제2022대경호_선원부상사건,인명사상,인명사상_어선_제2022대경호_선원부상사건.hwpx,-15.965,-11.3247,2
인명사상_어선_제203대성호_선원사망사건,인명사상,인명사상_어선_제203대성호_선원사망사건.pdf,-22.478,-2.5987,2
인명사상_어선_제203대영호_선원부상사건,인명사상,인명사상_어선_제203대영호_선원부상사건.pdf,-19.4793,-0.5107,2
인명사상_어선_제205금성호_선원사망사건,인명사상,인명사상_어선_제205금성호_선원사망사건.hwpx,-17.1678,-5.2031,2
인명사상_어선_제205연흥호_선원사망사건,인명사상,인명사상_어선_제205연흥호_선원사망사건.pdf,-3.1682,-16.4484,3
인명사상_어선_제207해선호_선원사망사건,인명사상,인명사상_어선_제207해선호_선원사망사건.hwp,-22.5159,-11.15,2
인명사상_어선_제208대일호_선원실종사건,인명사상,인명사상_어선_제208대일호_선원실종사건.pdf,-18.3635,-11.219,3
인명사상_어선_제21구진호_선원부상사건,인명사상,인명사상_어선_제21구진호_선원부상사건.hwp,-20.1003,1.7069,2
인명사상_어선_제21남경호_부유물감김사건으로_인한_선원사망사건,인명사상,인명사상_어선_제21남경호_부유물감김사건으로_인한_선원사망사건.pdf,-8.0168,-17.713,3
인명사상_어선_제237양창호_선원사망사건,인명사상,인명사상_어선_제237양창호_선원사망사건.hwp,-11.5799,4.4999,0
인명사상_어선_제23보경호_선원사망사건,인명사상,인명사상_어선_제23보경호_선원사망사건.hwp,-25.08,-10.586,2
인명사상_어선_제25민성호_선원부상사건,인명사상,인명사상_어선_제25민성호_선원부상사건.pdf,-22.8929,1.1066,2
인명사상_어선_제27연정호_선원사망사건,인명사상,인명사상_어선_제27연정호_선원사망사건.hwpx,-7.1077,-16.7331,2
인명사상_어선_제286혜승호_선원사망사건,인명사상,인명사상_어선_제286혜승호_선원사망사건.hwp,22.9381,-0.8518,1
인명사상_어선_제28득명호_선원사망사건,인명사상,인명사상_어선_제28득명호_선원사망사건.hwp,-24.8607,4.6337,2
인명사상_어선_제2고려호_선원실종사건,인명사상,인명사상_어선_제2고려호_선원실종사건.pdf,4.4782,-18.7581,3
인명사상_어선_제2성화호_선원부상사건,인명사상,인명사상_어선_제2성화호_선원부상사건.pdf,-19.169,-2.2693,2
인명사상_어선_제2창성호_선원실종사건,인명사상,인명사상_어선_제2창성호_선원실종사건.pdf,-27.8381,-4.8294,2
인명사상_어선_제2천양호_선원부상사건,인명사상,인명사상_어선_제2천양호_선원부상사건.hwp,-25.2951,8.0257,2
인명사상_어선_제302용선호_선원부상사건,인명사상,인명사상_어선_제302용선호_선원부상사건.hwpx,-17.3662,-8.3192,3
인명사상_어선_제306민금호_선원부상사건,인명사상,인명사상_어선_제306민금호_선원부상사건.hwp,-24.5898,-12.2017,2
인명사상_어선_제306민금호_선원사망사건,인명사상,인명사상_어선_제306민금호_선원사망사건.hwp,-25.0784,-11.5818,2
인명사상_어선_제307상진호_선원부상사건,인명사상,인명사상_어선_제307상진호_선원부상사건.hwp,-23.1351,-14.1526,2
인명사상_어선_제307영용호_선원사망사건,인명사상,인명사상_어선_제307영용호_선원사망사건.hwp,-3.59,-13.3039,3
인명사상_어선_제309부영호_선원사망사건,인명사상,인명사상_어선_제309부영호_선원사망사건.hwp,-11.7357,4.5644,0
인명사상_어선_제311길령호_선원사망사건,인명사상,인명사상_어선_제311길령호_선원사망사건.hwp,-26.8055,-13.4583,2
인명사상_어선_제31금영호_선원부상사건,인명사상,인명사상_어선_제31금영호_선원부상사건.hwpx,-19.7421,-13.9647,2
인명사상_어선_제31금영호_선원실종사건,인명사상,인명사상_어선_제31금영호_선원실종사건.hwp,-19.3584,-15.1863,2
인명사상_어선_제322광덕호_선원부상사건,인명사상,인명사상_어선_제322광덕호_선원부상사건.pdf,-12.1445,-8.3873,3
인명사상_어선_제33동익호_선원사망사건,인명사상,인명사상_어선_제33동익호_선원사망사건.hwp,-12.1907,-11.1521,3
인명사상_어선_제33영신호_선원사망사건,인명사상,인명사상_어선_제33영신호_선원사망사건.hwp,-9.1852,-2.5005,3
인명사상_어선_제33창남호_선원사상사건,인명사상,인명사상_어선_제33창남호_선원사상사건.hwp,-24.2005,2.1507,2
인명사상_어선_제388미래호_선원사망사건,인명사상,인명사상_어선_제388미래호_선원사망사건.hwpx,-21.4993,-10.864,2
인명사상_어선_제38미래호_선원부상사건,인명사상,인명사상_어선_제38미래호_선원부상사건.hwpx,-24.8192,-2.9404,2
인명사상_어선_제3명신호_선원사망사건,인명사상,인명사상_어선_제3명신호_선원사망사건.hwp,-9.1898,-2.3058,3
인명사상_어선_제505한진호_선원부상사건,인명사상,인명사상_어선_제505한진호_선원부상사건.hwp,-26.2909,0.0629,2
인명사상_어선_제505협신호_선원사망사건,인명사상,인명사상_어선_제505협신호_선원사망사건.hwp,-24.4324,0.7811,2
인명사상_어선_제505협신호_선원사망사건_1,인명사상,인명사상_어선_제505협신호_선원사망사건_1.hwp,-23.7072,-11.6715,2
인명사상_어선_제608승진호_선원사망사건,인명사상,인명사상_어선_제608승진호_선원사망사건.hwp,-20.8252,-12.0725,3
인명사상_어선_제608승진호_선원사망사건_1,인명사상,인명사상_어선_제608승진호_선원사망사건_1.hwp,-26.7685,-13.3183,2
인명사상_어선_제609천금호_선원부상사건,인명사상,인명사상_어선_제609천금호_선원부상사건.hwp,-25.5782,0.4824,2
인명사상_어선_제707우성호_잠수부사망사건,인명사상,인명사상_어선_제707우성호_잠수부사망사건.hwpx,-20.8409,-14.5631,2
인명사상_어선_제72해영호_선원사망사건,인명사상,인명사상_어선_제72해영호_선원사망사건.hwp,-20.7203,-12.3473,3
인명사상_어선_제77태광호_선원부상사건,인명사상,인명사상_어선_제77태광호_선원부상사건.pdf,-23.4848,-6.2492,2
인명사상_어선_제793금정호_선원실종사건,인명사상,인명사상_어선_제793금정호_선원실종사건.pdf,-1.1976,-13.9633,3
인명사상_어선_제7대성호_선원사망사건,인명사상,인명사상_어선_제7대성호_선원사망사건.hwp,22.1561,-4.5612,3
인명사상_어선_제7만복호_선원사망사건,인명사상,인명사상_어선_제7만복호_선원사망사건.hwp,-22.9685,-9.9453,2
인명사상_어선_제7조흥호_선원사망사건,인명사상,인명사상_어선_제7조흥호_선원사망사건.pdf,-19.5443,-9.4404,2
인명사상_어선_제7환경호_선원부상사건,인명사상,인명사상_어선_제7환경호_선원부상사건.hwp,-20.7123,-5.1266,2
인명사상_어선_제802덕해호_선원부상사건,인명사상,인명사상_어선_제802덕해호_선원부상사건.hwpx,-17.5386,-2.2478,2
인명사상_어선_제809주영호_선원부상사건,인명사상,인명사상_어선_제809주영호_선원부상사건.hwp,-9.8081,-13.9052,3
인명사상_어선_제809주영호_선원사망사건,인명사상,인명사상_어선_제809주영호_선원사망사건.hwp,-9.76,-13.9255,3
인명사상_어선_제909주영호_선원실종사건,인명사상,인명사상_어선_제909주영호_선원실종사건.hwp,-10.4903,-2.1228,0
인명사상_어선_제99부영호_선원사망사건,인명사상,인명사상_어선_제99부영호_선원사망사건.hwp,-6.177,-10.7686,3
인명사상_어선_제99희영호_선원부상사건,인명사상,인명사상_어선_제99희영호_선원부상사건.hwp,-13.0731,-15.1151,3
인명사상_어선_주용호_선원사망사건,인명사상,인명사상_어선_주용호_선원사망사건.pdf,-23.1323,-3.4212,2
인명사상_어선_창덕호_선원부상사건,인명사상,인명사상_어선_창덕호_선원부상사건.pdf,-18.3952,-0.1562,2
인명사상_어선_창오호_선원사망사건,인명사상,인명사상_어선_창오호_선원사망사건.hwp,-12.0065,-1.0142,3
인명사상_어선_천금호_선원사망사건,인명사상,인명사상_어선_천금호_선원사망사건.hwp,-23.7253,-13.8859,2
인명사상_어선_천일호_선원사망사건,인명사상,인명사상_어선_천일호_선원사망사건.pdf,-22.665,2.745,2
인명사상_어선_청강호_선원사망사건,인명사상,인명사상_어선_청강호_선원사망사건.pdf,-22.8875,-0.3052,2
인명사상_어선_청용호_잠수부사망사건,인명사상,인명사상_어선_청용호_잠수부사망사건.hwp,-17.7072,8.24,0
인명사상_어선_통일호_선원사망사건,인명사상,인명사상_어선_통일호_선원사망사건.pdf,-13.506,-9.8067,3
인명사상_어선_한별호_선원사망사건,인명사상,인명사상_어선_한별호_선원사망사건.pdf,-10.0966,-5.2768,3
인명사상_어선_해성호_선원사망사건,인명사상,인명사상_어선_해성호_선원사망사건.hwpx,-22.8931,-8.1676,2
인명사상_어선_현대호_선원사상사건,인명사상,인명사상_어선_현대호_선원사상사건.pdf,-19.7397,-8.8129,2
인명사상_어선_화영호_선원사망사건,인명사상,인명사상_어선_화영호_선원사망사건.hwp,-23.0406,-8.1657,2
인명사상_어업지도선_무궁화37호_선원사망사건,인명사상,인명사상_어업지도선_무궁화37호_선원사망사건.hwpx,-24.4515,5.2566,2
인명사상_예선_바다2호_선원사망사건,인명사상,인명사상_예선_바다2호_선원사망사건.hwp,-1.6236,6.9923,0
인명사상_예인선_101한진호_선원부상사건,인명사상,인명사상_예인선_101한진호_선원부상사건.hwp,10.8338,17.9354,1
인명사상_예인선_101한진호_선원사망사건,인명사상,인명사상_예인선_101한진호_선원사망사건.pdf,-10.5431,-15.2197,0
인명사상_예인선_2002해영_선원사망사건,인명사상,인명사상_예인선_2002해영_선원사망사건.hwp,-2.7778,2.5701,3
인명사상_예인선_77신정호_선원부상사건,인명사상,인명사상_예인선_77신정호_선원부상사건.hwp,-25.0188,5.8691,2
인명사상_예인선_건우1200호_선원사망사건,인명사상,인명사상_예인선_건우1200호_선원사망사건.hwp,-9.958,11.6438,0
인명사상_예인선_용진_선원부상사건,인명사상,인명사상_예인선_용진_선원부상사건.hwp,4.3043,-3.8065,3
인명사상_예인선_재원3호_선원부상사건,인명사상,인명사상_예인선_재원3호_선원부상사건.pdf,-22.6712,5.0699,0
인명사상_예인선_전남912호의_피예인부선_6001고려호_선원사망사건,인명사상,인명사상_예인선_전남912호의_피예인부선_6001고려호_선원사망사건.hwpx,-2.2463,7.6425,0
인명사상_예인선_제201동성호_선원사망사건,인명사상,인명사상_예인선_제201동성호_선원사망사건.hwp,0.9935,-14.7644,3
인명사상_예인선_제3001광진호_선원사망사건,인명사상,인명사상_예인선_제3001광진호_선원사망사건.hwp,19.1648,-1.3276,1
인명사상_예인선_태양25호_선원부상사건,인명사상,인명사상_예인선_태양25호_선원부상사건.hwpx,-22.2865,8.296,0
인명사상_예인선_해성1호_잠수사사망사건,인명사상,인명사상_예인선_해성1호_잠수사사망사건.hwp,-7.9342,-20.6555,0
인명사상_예인선_현대쥬베일호_선원사망사건,인명사상,인명사상_예인선_현대쥬베일호_선원사망사건.hwp,5.0703,7.6875,0
인명사상_예인선_현대쥬베일호_선원사망사건,인명사상,인명사상_예인선_현대쥬베일호_선원사망사건.pdf,-5.7475,-22.3342,0
