similarity,id_a,category_a,id_b,category_b,same_category
0.912403,"인명사상_어선_209대청호_선원사망사건","인명사상","인명사상_어선_제608승진호_선원사망사건","인명사상",1
0.912213,"기관손상_어선_제209신광호_기관손상사건","기관손상","인명사상_어선_제809주영호_선원사망사건","인명사상",0
0.911424,"인명사상_어선_제23보경호_선원사망사건","인명사상","인명사상_어선_천금호_선원사망사건","인명사상",1
0.911247,"인명사상_어선_은진호_선원사망사건","인명사상","인명사상_어선_천금호_선원사망사건","인명사상",1
0.911232,"인명사상_어선_바다2호_선원사망사건","인명사상","인명사상_어선_장미2호_선원사망사건","인명사상",1
0.910907,"인명사상_어선_209대청호_선원사망사건","인명사상","인명사상_어선_제23보경호_선원사망사건","인명사상",1
0.910791,"좌초_어선_기흥호_좌초사건","좌초","좌초_어선_창원호_좌초사건","좌초",1
0.909934,"인명사상_어선_209대청호_선원사망사건","인명사상","인명사상_어선_제306민금호_선원사망사건","인명사상",1
0.909361,"인명사상_어선_301광명호_선원사망사건","인명사상","행방불명_어선_제3입성호_선원실종사건","행방불명",0
0.908081,"충돌_어선_제21남경호-어선_제3003덕일호_충돌사건","충돌","충돌_어선_제608명성호-어선_5부성호_충돌사건","충돌",1
0.907283,"좌초_어선_21길성호_좌초사건","좌초","좌초_어선_정일호_좌초사건","좌초",1
0.906971,"인명사상_어선_장미2호_선원사망사건","인명사상","인명사상_어선_제2성화호_선원부상사건","인명사상",1
0.906908,"인명사상_어선_제809주영호_선원부상사건","인명사상","좌초_어선_해영호_좌초사건","좌초",0
0.906790,"인명사상_어선_제23보경호_선원사망사건","인명사상","인명사상_어선_제388미래호_선원사망사건","인명사상",1
0.906360,"인명사상_어선_제38미래호_선원부상사건","인명사상","행방불명_어선_제3입성호_선원실종사건","행방불명",0
0.906014,"좌초_낚시어선_오션마스터호_좌초사건","좌초","좌초_낚시어선_진스타호_좌초사건","좌초",1
0.905334,"인명사상_어선_제388미래호_선원사망사건","인명사상","인명사상_어선_제608승진호_선원사망사건","인명사상",1
0.905029,"전복_어선_2006만진호_전복사건","전복","전복_어선_2008만선호_전복사건","전복",1
0.905005,"인명사상_어선_제388미래호_선원사망사건","인명사상","인명사상_어선_천금호_선원사망사건","인명사상",1
0.904630,"인명사상_어선_은진호_선원사망사건","인명사상","인명사상_어선_제608승진호_선원사망사건","인명사상",1
0.904554,"인명사상_어선_제307상진호_선원부상사건","인명사상","인명사상_어선_제31금영호_선원부상사건","인명사상",1
0.904423,"인명사상_어선_제72해영호_선원사망사건","인명사상","인명사상_어선_천금호_선원사망사건","인명사상",1
0.904279,"기타_철광석운반선_솔라앰버(SOLAR_EMBER)_기타(선체외판손상)_사건","기타","기타_철광석운반선_스텔라유니콘(STELLAR_UNICORN)_기타(선체외판손상)_사건","기타",1
0.903917,"인명사상_어선_2유덕호_선원부상사건","인명사상","인명사상_어선_만복호_선원부상사건","인명사상",1
0.903421,"충돌_어선_풍천호-어선_삼광호_충돌사건","충돌","충돌_일반화물선_제니스_로얄호-어선_제27한일호_충돌사건","충돌",1
0.903228,"인명사상_어선_1만복호_선원사망사건","인명사상","인명사상_어선_제207해선호_선원사망사건","인명사상",1
