similarity,id_a,category_a,id_b,category_b,same_category
0.846532,"전복_어선_2006만진호_전복사건","전복","전복_어선_2008만선호_전복사건","전복",1
0.845179,"좌초_낚시어선_진스타호_좌초사건","좌초","충돌_낚시어선_명진2호_어선_상진호_충돌사건","충돌",0
0.844473,"인명사상_어선_제388미래호_선원사망사건","인명사상","인명사상_어선_제72해영호_선원사망사건","인명사상",1
0.843692,"화재_어선_제103수복호_화재사건","화재","화재_어선_제365청신호_화재사건","화재",1
0.842306,"좌초_낚시어선_오션마스터호_좌초사건","좌초","좌초_낚시어선_진스타호_좌초사건","좌초",1
0.841769,"인명사상_어선_제237양창호_선원사망사건","인명사상","인명사상_어선_제309부영호_선원사망사건","인명사상",1
0.840934,"인명사상_어선_대건호_선원부상사건","인명사상","인명사상_어선_선경2호_선원사망사건","인명사상",1
0.840740,"인명사상_어선_제311길령호_선원사망사건","인명사상","인명사상_어선_제608승진호_선원사망사건_1","인명사상",1
0.840640,"인명사상_어선_제23보경호_선원사망사건","인명사상","인명사상_어선_제388미래호_선원사망사건","인명사상",1
0.840210,"화재_어선_방주호_화재사건","화재","화재_어선_제1금강호_화재사건","화재",1
0.839875,"인명사상_어선_선경2호_선원사망사건","인명사상","인명사상_어선_제203대성호_선원사망사건","인명사상",1
0.838383,"인명사상_어선_제203대성호_선원사망사건","인명사상","인명사상_어선_제77태광호_선원부상사건","인명사상",1
0.838144,"인명사상_어선_제23보경호_선원사망사건","인명사상","인명사상_어선_제306민금호_선원사망사건","인명사상",1
0.838002,"인명사상_어선_제101부창호_선원사망사건","인명사상","인명사상_어선_제306민금호_선원사망사건","인명사상",1
0.837908,"인명사상_어선_정복호_선원부상사건","인명사상","충돌_어선_대영호_선원사망사건","충돌",0
0.837903,"좌초_어선_기흥호_좌초사건","좌초","좌초_어선_창원호_좌초사건","좌초",1
0.837890,"인명사상_어선_제208대일호_선원실종사건","인명사상","인명사상_어선_제793금정호_선원실종사건","인명사상",1
0.837091,"좌초_어선_만경호_좌초사건","좌초","좌초_어선_제83양진호_좌초사건","좌초",1
0.836440,"인명사상_어선_해성호_선원사망사건","인명사상","인명사상_어선_화영호_선원사망사건","인명사상",1
0.835620,"전복_어선_2006만진호_전복사건","전복","전복_어선_제7074창진호_전복사건","전복",1
0.835590,"인명사상_어선_제101성화호_선원부상사건","인명사상","행방불명_어선_제3입성호_선원실종사건","행방불명",0
0.835388,"인명사상_어선_202미성호_선원사망사건","인명사상","인명사상_어선_은성호_선원사망사건","인명사상",1
0.835180,"인명사상_어선_제101순흥호_선원부상사건","인명사상","인명사상_어선_제21구진호_선원부상사건","인명사상",1
0.835144,"인명사상_어선_2통일호_선원사망사건","인명사상","인명사상_어선_통일호_선원사망사건","인명사상",1
0.835012,"인명사상_어선_209대청호_선원사망사건","인명사상","인명사상_어선_제72해영호_선원사망사건","인명사상",1
0.834838,"인명사상_어선_제208대일호_선원실종사건","인명사상","인명사상_어선_제2창성호_선원실종사건","인명사상",1
0.834144,"인명사상_어선_정복호_선원부상사건","인명사상","화재_어선_제105대승호_화재사건","화재",0
