id,category,filename,x,y,z
시설물손상_여객선_북도고속페리호_장봉도선착장_손상사건,시설물손상,시설물손상_여객선_북도고속페리호_장봉도선착장_손상사건.pdf,15.881,25.8241,22.738
시설물손상_예인선_201교동호의_피예인부선_교동비피101호에_의한_어선_연가_d7a3b8d4,시설물손상,시설물손상_예인선_201교동호의_피예인부선_교동비피101호에_의한_어선_연가_d7a3b8d4.hwp,-8.901,16.9718,7.9934
시설물손상_유류_및_액체화학품산적운반선_거영드림3_폭발사건,시설물손상,시설물손상_유류_및_액체화학품산적운반선_거영드림3_폭발사건.hwp,-31.0052,2.9827,17.3896
시설물손상_철광석운반선_스텔라퀸기타(상갑판_손상)사건,시설물손상,시설물손상_철광석운반선_스텔라퀸기타(상갑판_손상)사건.hwp,-36.1403,5.55,-11.9921
운항저해_여객선_북도고속페리호_운항저해사건,운항저해,운항저해_여객선_북도고속페리호_운항저해사건.pdf,13.1339,27.6881,23.5476
운항저해_카페리여객선_비금아일랜드호_운항저해사건,운항저해,운항저해_카페리여객선_비금아일랜드호_운항저해사건.hwp,-18.6942,-23.1513,16.3493
인명사상_광석운반선_시_차오페이뎬_선원사망사건,인명사상,인명사상_광석운반선_시_차오페이뎬_선원사망사건.hwpx,-8.2516,-29.285,4.4456
인명사상_급유선_대양호_선원_등_부상사건,인명사상,인명사상_급유선_대양호_선원_등_부상사건.hwpx,-43.6742,7.6545,-9.0205
인명사상_기타선_빼리호_전복사건,인명사상,인명사상_기타선_빼리호_전복사건.hwp,-16.192,-6.9828,-1.9302
인명사상_기타선_해바라기호_관광객부상사건,인명사상,인명사상_기타선_해바라기호_관광객부상사건.hwp,-2.5071,18.2099,37.5857
인명사상_낚시어선_다원호_승객부상사건,인명사상,인명사상_낚시어선_다원호_승객부상사건.hwp,30.5447,-4.904,23.4277
인명사상_낚시어선_삼흥호_승객사망사건,인명사상,인명사상_낚시어선_삼흥호_승객사망사건.hwpx,15.5845,15.057,27.089
인명사상_낚시어선_신진호_승객부상사건,인명사상,인명사상_낚시어선_신진호_승객부상사건.hwp,-27.146,25.4367,-16.0623
인명사상_낚시어선_트윈스호_수중레저활동자_부상사건,인명사상,인명사상_낚시어선_트윈스호_수중레저활동자_부상사건.hwp,35.8606,-4.901,4.9966
인명사상_모터보트_라운지_잠수부_사망사건,인명사상,인명사상_모터보트_라운지_잠수부_사망사건.hwp,17.09,31.8646,0.2059
인명사상_모터보트_로얄마린_수중레저활동자_사망사건,인명사상,인명사상_모터보트_로얄마린_수중레저활동자_사망사건.hwpx,14.7334,28.4397,-2.9112
인명사상_부선_한강6호_선원사망사건,인명사상,인명사상_부선_한강6호_선원사망사건.pdf,-17.3599,-37.2065,-10.1578
인명사상_산적화물선_디엘아이비_작업원_사망사건,인명사상,인명사상_산적화물선_디엘아이비_작업원_사망사건.pdf,-19.7713,-10.7673,-13.4959
인명사상_산적화물선_프린세스호_작업원부상사건,인명사상,인명사상_산적화물선_프린세스호_작업원부상사건.hwp,-26.8249,17.2556,-23.0377
인명사상_석유제품운반선_한유비전_선원부상사건,인명사상,인명사상_석유제품운반선_한유비전_선원부상사건.hwpx,-21.3778,1.6197,-2.9651
인명사상_시험조사선_이사부호_선원사망사건,인명사상,인명사상_시험조사선_이사부호_선원사망사건.hwp,-15.6014,-18.9267,-10.8239
인명사상_액체화학품산적운반선_골든_브리지_하나_선원사망사건,인명사상,인명사상_액체화학품산적운반선_골든_브리지_하나_선원사망사건.hwp,-22.5165,19.0592,-28.2989
인명사상_액화천연가스운반선_현대_테크노피아_선원사망사건,인명사상,인명사상_액화천연가스운반선_현대_테크노피아_선원사망사건.hwp,-25.4643,16.8588,-18.7696
인명사상_어선_103대승호_선원부상사건,인명사상,인명사상_어선_103대승호_선원부상사건.pdf,14.6764,-12.3953,-24.2604
인명사상_어선_12재성호_선원부상사건,인명사상,인명사상_어선_12재성호_선원부상사건.hwp,4.1047,27.7356,-25.0383
인명사상_어선_1만복호_선원사망사건,인명사상,인명사상_어선_1만복호_선원사망사건.hwp,-0.9621,8.8986,-32.8555
인명사상_어선_2020안성호_선원사망사건,인명사상,인명사상_어선_2020안성호_선원사망사건.hwpx,-3.9714,-7.3035,-9.9292
인명사상_어선_202미성호_선원사망사건,인명사상,인명사상_어선_202미성호_선원사망사건.hwpx,-18.4842,26.1862,-27.3515
인명사상_어선_203남광호_선원사망사건,인명사상,인명사상_어선_203남광호_선원사망사건.hwp,-1.5829,1.7815,-24.7011
인명사상_어선_206분도호_선원사망사건,인명사상,인명사상_어선_206분도호_선원사망사건.hwpx,-17.1906,22.7001,-26.8676
인명사상_어선_209대청호_선원사망사건,인명사상,인명사상_어선_209대청호_선원사망사건.hwpx,7.8638,14.2189,-35.4184
인명사상_어선_219신흥호_선원부상사건,인명사상,인명사상_어선_219신흥호_선원부상사건.hwp,0.1597,3.5539,-11.1598
인명사상_어선_221대성호_선원사망사건,인명사상,인명사상_어선_221대성호_선원사망사건.pdf,-14.4859,11.3465,-21.9925
인명사상_어선_27협신호_선원사망사건,인명사상,인명사상_어선_27협신호_선원사망사건.hwpx,-0.499,-1.1514,-23.4434
인명사상_어선_2유덕호_선원부상사건,인명사상,인명사상_어선_2유덕호_선원부상사건.hwpx,10.993,22.3352,-18.0181
인명사상_어선_2통일호_선원사망사건,인명사상,인명사상_어선_2통일호_선원사망사건.pdf,1.8516,3.8643,-17.6161
인명사상_어선_301광명호_선원사망사건,인명사상,인명사상_어선_301광명호_선원사망사건.hwpx,-0.2831,5.7019,-23.5406
인명사상_어선_313태양호_선원사망사건,인명사상,인명사상_어선_313태양호_선원사망사건.hwpx,-5.5096,-3.6791,-8.8864
인명사상_어선_603조일호_선원사망사건,인명사상,인명사상_어선_603조일호_선원사망사건.hwp,9.1303,13.7314,-40.8977
인명사상_어선_78임수호_선원사망사건,인명사상,인명사상_어선_78임수호_선원사망사건.hwp,4.6825,29.6393,-5.8662
인명사상_어선_9009경진호_선원사망사건,인명사상,인명사상_어선_9009경진호_선원사망사건.hwp,2.1818,14.8579,-36.7383
인명사상_어선_9민성호_선원부상사건,인명사상,인명사상_어선_9민성호_선원부상사건.pdf,-2.6453,19.3164,-17.9588
인명사상_어선_가람호_선원부상사건,인명사상,인명사상_어선_가람호_선원부상사건.pdf,-9.3661,32.2584,-25.1896
인명사상_어선_건양호_선원사망사건,인명사상,인명사상_어선_건양호_선원사망사건.pdf,-15.5297,13.9196,-26.5143
인명사상_어선_광일호_선원부상사건,인명사상,인명사상_어선_광일호_선원부상사건.pdf,-11.1315,30.2706,-11.8886
인명사상_어선_광정15호_선원사망사건,인명사상,인명사상_어선_광정15호_선원사망사건.hwpx,16.4073,9.9618,-18.2232
인명사상_어선_금강7호_선원사망사건,인명사상,인명사상_어선_금강7호_선원사망사건.pdf,-3.6262,26.3855,-19.9562
인명사상_어선_대건호_선원부상사건,인명사상,인명사상_어선_대건호_선원부상사건.pdf,-5.7434,22.9375,-17.1987
인명사상_어선_대신5호_선원부상사건,인명사상,인명사상_어선_대신5호_선원부상사건.pdf,-10.495,29.7641,-22.6125
인명사상_어선_대신호_선원실종사건,인명사상,인명사상_어선_대신호_선원실종사건.pdf,-19.1777,29.5261,-19.4409
인명사상_어선_대양호_선원사망사건,인명사상,인명사상_어선_대양호_선원사망사건.hwp,3.2884,22.2543,-31.2914
인명사상_어선_동운호_선원사망사건,인명사상,인명사상_어선_동운호_선원사망사건.hwp,-3.8512,8.8307,-26.8103
인명사상_어선_동진호_선원부상사건,인명사상,인명사상_어선_동진호_선원부상사건.pdf,-7.635,17.5907,-17.8007
인명사상_어선_만복호_선원부상사건,인명사상,인명사상_어선_만복호_선원부상사건.hwp,5.1418,18.2243,-17.4731
인명사상_어선_만진호_선원사망사건,인명사상,인명사상_어선_만진호_선원사망사건.pdf,13.7275,1.8241,-32.4032
인명사상_어선_매일호_선원사망사건,인명사상,인명사상_어선_매일호_선원사망사건.hwpx,17.5342,19.6131,-24.3659
인명사상_어선_명성호_선원부상사건,인명사상,인명사상_어선_명성호_선원부상사건.pdf,-5.7586,25.6092,-13.2296
인명사상_어선_명성호_선원사망사건,인명사상,인명사상_어선_명성호_선원사망사건.hwp,9.1336,23.6424,-29.1113
인명사상_어선_명성호_선원사상사건,인명사상,인명사상_어선_명성호_선원사상사건.hwp,5.4825,21.4918,-26.3506
인명사상_어선_민성1호_선원사망사건,인명사상,인명사상_어선_민성1호_선원사망사건.pdf,-7.246,11.1398,-22.5696
인명사상_어선_바다2호_선원사망사건,인명사상,인명사상_어선_바다2호_선원사망사건.pdf,0.5245,7.8833,-10.7537
인명사상_어선_반석호_선원사망사건,인명사상,인명사상_어선_반석호_선원사망사건.pdf,4.9424,22.7479,-36.2509
인명사상_어선_벽강호_선원사망사건,인명사상,인명사상_어선_벽강호_선원사망사건.hwp,-0.5631,39.7259,-5.7865
인명사상_어선_복연호_선원사망사건,인명사상,인명사상_어선_복연호_선원사망사건.hwp,7.6139,-1.2326,-15.7407
인명사상_어선_봉민호_선원사망사건,인명사상,인명사상_어선_봉민호_선원사망사건.hwpx,3.6934,17.4664,-28.4317
인명사상_어선_부성호_선원실종사건,인명사상,인명사상_어선_부성호_선원실종사건.hwp,14.0602,6.5589,-12.5289
인명사상_어선_블루드래곤호_선원실종사건,인명사상,인명사상_어선_블루드래곤호_선원실종사건.hwp,-9.6534,1.0846,-32.7459
인명사상_어선_선경2호_선원사망사건,인명사상,인명사상_어선_선경2호_선원사망사건.hwp,-4.917,21.6978,-24.6795
인명사상_어선_선경호_선원부상사건,인명사상,인명사상_어선_선경호_선원부상사건.pdf,-12.1319,17.6916,-16.7892
인명사상_어선_성림5호_선원사망사건,인명사상,인명사상_어선_성림5호_선원사망사건.pdf,-8.585,22.7817,-20.9437
인명사상_어선_성복호_선원사망사건,인명사상,인명사상_어선_성복호_선원사망사건.pdf,-12.5692,5.8379,-16.2684
인명사상_어선_성운호_잠수부사망사건,인명사상,인명사상_어선_성운호_잠수부사망사건.hwp,-1.201,39.3725,-0.6108
인명사상_어선_수정호_잠사부사망사건,인명사상,인명사상_어선_수정호_잠사부사망사건.hwp,41.4756,-7.2533,-4.2177
인명사상_어선_신영51호_선원사망사건,인명사상,인명사상_어선_신영51호_선원사망사건.pdf,-17.8689,-21.6792,-7.1387
인명사상_어선_신영호_선원사망사건,인명사상,인명사상_어선_신영호_선원사망사건.pdf,-9.3907,4.8272,-11.852
인명사상_어선_영광호_선원부상사건,인명사상,인명사상_어선_영광호_선원부상사건.hwp,1.8245,13.791,-10.178
인명사상_어선_용진호_선원사망사건,인명사상,인명사상_어선_용진호_선원사망사건.hwp,-14.2073,14.0454,-34.6639
인명사상_어선_원성호_선원부상사건(약식),인명사상,인명사상_어선_원성호_선원부상사건(약식).hwpx,-6.0722,7.3124,-21.6773
인명사상_어선_유일호_선원부상사건,인명사상,인명사상_어선_유일호_선원부상사건.pdf,1.8942,21.3929,-23.2772
인명사상_어선_유정호_선원부상사건,인명사상,인명사상_어선_유정호_선원부상사건.hwp,-1.9605,14.7748,-17.6066
인명사상_어선_유정호_선원부상사건,인명사상,인명사상_어선_유정호_선원부상사건.pdf,-17.1316,28.477,-15.0686
인명사상_어선_유정호_선원사망사건,인명사상,인명사상_어선_유정호_선원사망사건.hwpx,12.4884,-6.7895,-18.8363
인명사상_어선_은성호_선원사망사건,인명사상,인명사상_어선_은성호_선원사망사건.hwp,-17.5932,25.5716,-30.9127
인명사상_어선_은성호_선원사망사건,인명사상,인명사상_어선_은성호_선원사망사건.hwpx,14.0868,-26.1144,-17.4588
인명사상_어선_은진호_선원사망사건,인명사상,인명사상_어선_은진호_선원사망사건.hwpx,7.2021,1.1188,-34.3666
인명사상_어선_장미2호_선원사망사건,인명사상,인명사상_어선_장미2호_선원사망사건.pdf,0.988,7.7032,-15.0845
인명사상_어선_장순호_선원사망사건,인명사상,인명사상_어선_장순호_선원사망사건.pdf,-3.0087,21.3615,-33.4826
인명사상_어선_정복호_선원부상사건,인명사상,인명사상_어선_정복호_선원부상사건.pdf,6.0213,7.3468,-22.2458
인명사상_어선_정빈호_선원사망사건,인명사상,인명사상_어선_정빈호_선원사망사건.hwp,-13.7988,19.0102,-31.9598
인명사상_어선_정원호_선원부상사건,인명사상,인명사상_어선_정원호_선원부상사건.pdf,-5.9561,17.5777,-32.7845
인명사상_어선_제101부창호_선원사망사건,인명사상,인명사상_어선_제101부창호_선원사망사건.hwp,10.3197,6.2164,-30.0161
인명사상_어선_제101성화호_선원부상사건,인명사상,인명사상_어선_제101성화호_선원부상사건.hwp,4.3248,13.7758,-22.3382
인명사상_어선_제101순흥호_선원부상사건,인명사상,인명사상_어선_제101순흥호_선원부상사건.pdf,-12.5629,12.8685,-16.7021
인명사상_어선_제101통영호_선원사상사건,인명사상,인명사상_어선_제101통영호_선원사상사건.hwp,8.8859,-8.0394,-15.5785
인명사상_어선_제103부일호에_임시승선한_어선_제2007호_선원사망사건,인명사상,인명사상_어선_제103부일호에_임시승선한_어선_제2007호_선원사망사건.pdf,-3.4045,6.0808,-15.862
인명사상_어선_제103해금호_선원부상사건,인명사상,인명사상_어선_제103해금호_선원부상사건.hwp,-18.4507,19.1169,-11.5464
인명사상_어선_제105대진호_선원사망사건,인명사상,인명사상_어선_제105대진호_선원사망사건.hwp,17.5538,-12.7722,-16.9293
인명사상_어선_제107명진호_선원사망사건,인명사상,인명사상_어선_제107명진호_선원사망사건.hwp,-16.8267,16.9694,-28.5899
인명사상_어선_제118금성호_선원부상사건,인명사상,인명사상_어선_제118금성호_선원부상사건.pdf,-22.594,8.2684,-27.3821
인명사상_어선_제11태화호_선원사망사건,인명사상,인명사상_어선_제11태화호_선원사망사건.hwpx,2.9534,-0.1496,-39.568
인명사상_어선_제128대진호_선원사상사건,인명사상,인명사상_어선_제128대진호_선원사상사건.hwp,-23.5736,11.1146,-25.0568
인명사상_어선_제15수영호_선원실종사건,인명사상,인명사상_어선_제15수영호_선원실종사건.pdf,-28.1387,10.8236,-21.9857
인명사상_어선_제17덕진호_선원사망사건,인명사상,인명사상_어선_제17덕진호_선원사망사건.hwpx,-3.0962,-1.9716,-4.8482
인명사상_어선_제1만선호_부상사건,인명사상,인명사상_어선_제1만선호_부상사건.hwpx,-13.7012,33.5373,-26.6448
인명사상_어선_제2017세종호_선원사망사건,인명사상,인명사상_어선_제2017세종호_선원사망사건.hwpx,-21.5376,15.7901,-24.1672
인명사상_어선_제201창남호_선원부상사건,인명사상,인명사상_어선_제201창남호_선원부상사건.hwpx,-20.2951,25.845,-21.4071
인명사상_어선_제2022대경호_선원부상사건,인명사상,인명사상_어선_제2022대경호_선원부상사건.hwpx,6.2855,-3.8343,-20.3892
인명사상_어선_제203대성호_선원사망사건,인명사상,인명사상_어선_제203대성호_선원사망사건.pdf,-4.5062,16.0281,-23.3648
인명사상_어선_제203대영호_선원부상사건,인명사상,인명사상_어선_제203대영호_선원부상사건.pdf,-10.9488,12.1042,-13.2496
인명사상_어선_제205금성호_선원사망사건,인명사상,인명사상_어선_제205금성호_선원사망사건.hwpx,-6.8331,1.5944,-22.0644
인명사상_어선_제205연흥호_선원사망사건,인명사상,인명사상_어선_제205연흥호_선원사망사건.pdf,3.8192,-9.2868,-4.574
인명사상_어선_제207해선호_선원사망사건,인명사상,인명사상_어선_제207해선호_선원사망사건.hwp,1.3315,10.4172,-29.9909
인명사상_어선_제208대일호_선원실종사건,인명사상,인명사상_어선_제208대일호_선원실종사건.pdf,9.9019,1.5019,-26.4527
인명사상_어선_제21구진호_선원부상사건,인명사상,인명사상_어선_제21구진호_선원부상사건.hwp,-18.7956,10.6012,-17.8157
인명사상_어선_제21남경호_부유물감김사건으로_인한_선원사망사건,인명사상,인명사상_어선_제21남경호_부유물감김사건으로_인한_선원사망사건.pdf,-0.6864,-6.8062,-9.1729
인명사상_어선_제237양창호_선원사망사건,인명사상,인명사상_어선_제237양창호_선원사망사건.hwp,3.0251,28.4711,-1.7013
인명사상_어선_제23보경호_선원사망사건,인명사상,인명사상_어선_제23보경호_선원사망사건.hwp,8.1132,8.8458,-36.5645
인명사상_어선_제25민성호_선원부상사건,인명사상,인명사상_어선_제25민성호_선원부상사건.pdf,-9.4112,23.7881,-16.6617
인명사상_어선_제27연정호_선원사망사건,인명사상,인명사상_어선_제27연정호_선원사망사건.hwpx,2.0204,-9.0293,-12.6609
인명사상_어선_제286혜승호_선원사망사건,인명사상,인명사상_어선_제286혜승호_선원사망사건.hwp,30.8786,4.5607,12.6789
인명사상_어선_제28득명호_선원사망사건,인명사상,인명사상_어선_제28득명호_선원사망사건.hwp,-19.9743,26.6362,-10.5985
인명사상_어선_제2고려호_선원실종사건,인명사상,인명사상_어선_제2고려호_선원실종사건.pdf,9.9001,-14.6368,-13.0567
인명사상_어선_제2성화호_선원부상사건,인명사상,인명사상_어선_제2성화호_선원부상사건.pdf,-6.783,11.3588,-15.5023
인명사상_어선_제2창성호_선원실종사건,인명사상,인명사상_어선_제2창성호_선원실종사건.pdf,-9.6065,16.7116,-33.1201
인명사상_어선_제2천양호_선원부상사건,인명사상,인명사상_어선_제2천양호_선원부상사건.hwp,-29.4114,25.302,-12.4873
인명사상_어선_제302용선호_선원부상사건,인명사상,인명사상_어선_제302용선호_선원부상사건.hwpx,-8.6581,6.0102,-26.4083
인명사상_어선_제306민금호_선원부상사건,인명사상,인명사상_어선_제306민금호_선원부상사건.hwp,0.875,9.7935,-40.1259
인명사상_어선_제306민금호_선원사망사건,인명사상,인명사상_어선_제306민금호_선원사망사건.hwp,5.0935,10.3059,-39.5921
인명사상_어선_제307상진호_선원부상사건,인명사상,인명사상_어선_제307상진호_선원부상사건.hwp,2.2126,3.949,-39.6052
인명사상_어선_제307영용호_선원사망사건,인명사상,인명사상_어선_제307영용호_선원사망사건.hwp,10.6473,-4.821,-11.9514
인명사상_어선_제309부영호_선원사망사건,인명사상,인명사상_어선_제309부영호_선원사망사건.hwp,1.2969,31.0618,-0.857
인명사상_어선_제311길령호_선원사망사건,인명사상,인명사상_어선_제311길령호_선원사망사건.hwp,-0.4821,16.9519,-42.0523
인명사상_어선_제31금영호_선원부상사건,인명사상,인명사상_어선_제31금영호_선원부상사건.hwpx,3.891,0.209,-32.7534
인명사상_어선_제31금영호_선원실종사건,인명사상,인명사상_어선_제31금영호_선원실종사건.hwp,0.6509,-2.8309,-33.121
인명사상_어선_제322광덕호_선원부상사건,인명사상,인명사상_어선_제322광덕호_선원부상사건.pdf,7.1672,5.853,-15.4961
인명사상_어선_제33동익호_선원사망사건,인명사상,인명사상_어선_제33동익호_선원사망사건.hwp,-13.9181,-3.6953,-12.2358
인명사상_어선_제33영신호_선원사망사건,인명사상,인명사상_어선_제33영신호_선원사망사건.hwp,-9.7438,-10.5058,-24.4216
인명사상_어선_제33창남호_선원사상사건,인명사상,인명사상_어선_제33창남호_선원사상사건.hwp,-17.1767,19.0474,-20.0084
인명사상_어선_제388미래호_선원사망사건,인명사상,인명사상_어선_제388미래호_선원사망사건.hwpx,5.7025,9.0006,-29.9308
인명사상_어선_제38미래호_선원부상사건,인명사상,인명사상_어선_제38미래호_선원부상사건.hwpx,-5.5392,33.1111,-27.1623
인명사상_어선_제3명신호_선원사망사건,인명사상,인명사상_어선_제3명신호_선원사망사건.hwp,-12.3144,-11.1625,-22.252
인명사상_어선_제505한진호_선원부상사건,인명사상,인명사상_어선_제505한진호_선원부상사건.hwp,-9.72,24.741,-27.9075
인명사상_어선_제505협신호_선원사망사건,인명사상,인명사상_어선_제505협신호_선원사망사건.hwp,-14.5575,23.4019,-18.7145
인명사상_어선_제505협신호_선원사망사건_1,인명사상,인명사상_어선_제505협신호_선원사망사건_1.hwp,-0.2585,10.5572,-35.7743
인명사상_어선_제608승진호_선원사망사건,인명사상,인명사상_어선_제608승진호_선원사망사건.hwp,11.1339,9.8908,-33.1253
인명사상_어선_제608승진호_선원사망사건_1,인명사상,인명사상_어선_제608승진호_선원사망사건_1.hwp,2.8939,15.7154,-42.5867
인명사상_어선_제609천금호_선원부상사건,인명사상,인명사상_어선_제609천금호_선원부상사건.hwp,-12.9596,23.7392,-24.2997
인명사상_어선_제707우성호_잠수부사망사건,인명사상,인명사상_어선_제707우성호_잠수부사망사건.hwpx,9.0535,-1.056,-37.4092
인명사상_어선_제72해영호_선원사망사건,인명사상,인명사상_어선_제72해영호_선원사망사건.hwp,15.0451,9.9863,-32.5837
인명사상_어선_제77태광호_선원부상사건,인명사상,인명사상_어선_제77태광호_선원부상사건.pdf,-0.1321,16.8895,-27.1561
인명사상_어선_제793금정호_선원실종사건,인명사상,인명사상_어선_제793금정호_선원실종사건.pdf,11.5683,-2.2432,-24.1191
인명사상_어선_제7대성호_선원사망사건,인명사상,인명사상_어선_제7대성호_선원사망사건.hwp,25.9068,15.8866,16.1893
인명사상_어선_제7만복호_선원사망사건,인명사상,인명사상_어선_제7만복호_선원사망사건.hwp,-3.2143,4.4783,-33.3846
인명사상_어선_제7조흥호_선원사망사건,인명사상,인명사상_어선_제7조흥호_선원사망사건.pdf,12.0484,11.0056,-25.5461
인명사상_어선_제7환경호_선원부상사건,인명사상,인명사상_어선_제7환경호_선원부상사건.hwp,5.3774,19.4482,-14.5345
인명사상_어선_제802덕해호_선원부상사건,인명사상,인명사상_어선_제802덕해호_선원부상사건.hwpx,11.2967,26.5584,-19.1061
인명사상_어선_제809주영호_선원부상사건,인명사상,인명사상_어선_제809주영호_선원부상사건.hwp,-6.6719,-23.647,-24.0708
인명사상_어선_제809주영호_선원사망사건,인명사상,인명사상_어선_제809주영호_선원사망사건.hwp,-7.3517,-21.0063,-22.5408
인명사상_어선_제909주영호_선원실종사건,인명사상,인명사상_어선_제909주영호_선원실종사건.hwp,-12.5695,-7.0849,-18.8322
인명사상_어선_제99부영호_선원사망사건,인명사상,인명사상_어선_제99부영호_선원사망사건.hwp,1.4288,-11.5126,-28.9463
인명사상_어선_제99희영호_선원부상사건,인명사상,인명사상_어선_제99희영호_선원부상사건.hwp,-11.844,-10.2777,-10.9494
인명사상_어선_주용호_선원사망사건,인명사상,인명사상_어선_주용호_선원사망사건.pdf,-8.8333,15.3256,-25.9568
인명사상_어선_창덕호_선원부상사건,인명사상,인명사상_어선_창덕호_선원부상사건.pdf,-7.4534,15.6081,-10.9364
인명사상_어선_창오호_선원사망사건,인명사상,인명사상_어선_창오호_선원사망사건.hwp,-10.4606,-5.3709,-28.247
인명사상_어선_천금호_선원사망사건,인명사상,인명사상_어선_천금호_선원사망사건.hwp,-1.9021,3.9978,-41.7488
인명사상_어선_천일호_선원사망사건,인명사상,인명사상_어선_천일호_선원사망사건.pdf,-12.627,21.2839,-11.6599
인명사상_어선_청강호_선원사망사건,인명사상,인명사상_어선_청강호_선원사망사건.pdf,-9.5126,18.7093,-22.4031
인명사상_어선_청용호_잠수부사망사건,인명사상,인명사상_어선_청용호_잠수부사망사건.hwp,-0.6561,37.1288,-3.5491
인명사상_어선_통일호_선원사망사건,인명사상,인명사상_어선_통일호_선원사망사건.pdf,0.2271,-1.4596,-17.1952
인명사상_어선_한별호_선원사망사건,인명사상,인명사상_어선_한별호_선원사망사건.pdf,21.0744,15.2328,-24.96
인명사상_어선_해성호_선원사망사건,인명사상,인명사상_어선_해성호_선원사망사건.hwpx,-9.9241,6.1582,-33.8592
인명사상_어선_현대호_선원사상사건,인명사상,인명사상_어선_현대호_선원사상사건.pdf,10.6727,14.9059,-25.5415
인명사상_어선_화영호_선원사망사건,인명사상,인명사상_어선_화영호_선원사망사건.hwp,-12.1202,7.6194,-35.9428
인명사상_어업지도선_무궁화37호_선원사망사건,인명사상,인명사상_어업지도선_무궁화37호_선원사망사건.hwpx,-19.3573,22.7239,-13.1472
인명사상_예선_바다2호_선원사망사건,인명사상,인명사상_예선_바다2호_선원사망사건.hwp,-10.0371,-2.515,-0.5346
인명사상_예인선_101한진호_선원부상사건,인명사상,인명사상_예인선_101한진호_선원부상사건.hwp,-2.1232,22.408,27.2709
인명사상_예인선_101한진호_선원사망사건,인명사상,인명사상_예인선_101한진호_선원사망사건.pdf,-6.1662,-16.4764,-9.5482
인명사상_예인선_2002해영_선원사망사건,인명사상,인명사상_예인선_2002해영_선원사망사건.hwp,-17.0399,-13.0641,5.6262
인명사상_예인선_77신정호_선원부상사건,인명사상,인명사상_예인선_77신정호_선원부상사건.hwp,-23.0769,21.9687,-14.9707
인명사상_예인선_건우1200호_선원사망사건,인명사상,인명사상_예인선_건우1200호_선원사망사건.hwp,-16.1397,14.7607,9.1467
