similarity,id_a,category_a,id_b,category_b,same_category
0.891058,"좌초_어선_제102영선호_좌초사건","좌초","좌초_어선_제66함성호_좌초사건","좌초",1
0.890861,"충돌_어선_203원창호.어선_제3광림호_충돌사건","충돌","충돌_어선_2하나호.어선_지영호_충돌사건","충돌",1
0.890220,"화재_어선_제103수복호_화재사건","화재","화재_어선_제365청신호_화재사건","화재",1
0.889978,"충돌_어선_제108연창호,_모터보트_야호_충돌사건","충돌","충돌_어선_제305만석호&어선_제3한진호_충돌사건","충돌",1
0.889725,"인명사상_어선_제11태화호_선원사망사건","인명사상","인명사상_어선_천금호_선원사망사건","인명사상",1
0.888323,"충돌_어선_은성호,_어선_이화호_충돌사건","충돌","충돌_어선_제27화승호&어선_화경호_충돌사건","충돌",1
0.887743,"인명사상_어선_27협신호_선원사망사건","인명사상","인명사상_어선_301광명호_선원사망사건","인명사상",1
0.887628,"좌초_낚시어선_오션마스터호_좌초사건","좌초","좌초_낚시어선_진스타호_좌초사건","좌초",1
0.887349,"충돌_어선_212성지호&어선_용궁호_충돌사건","충돌","충돌_어선_제2017대청호&어선_경덕호_충돌사건","충돌",1
0.886691,"인명사상_어선_제11태화호_선원사망사건","인명사상","인명사상_어선_제31금영호_선원부상사건","인명사상",1
0.886680,"인명사상_어선_대건호_선원부상사건","인명사상","인명사상_어선_청강호_선원사망사건","인명사상",1
0.886020,"인명사상_어선_27협신호_선원사망사건","인명사상","인명사상_어선_원성호_선원부상사건(약식)","인명사상",1
0.885881,"화재_어선_제3문성호_화재사건","화재","화재_어선_채민호_화재사건","화재",1
0.885796,"접촉_낚시어선_모하비호_거가대교_교각접촉사건","접촉","접촉_낚시어선_허리케인호_거가대교_교각접촉사건","접촉",1
0.885736,"인명사상_어선_제23보경호_선원사망사건","인명사상","인명사상_어선_천금호_선원사망사건","인명사상",1
0.885666,"인명사상_어선_제3명신호_선원사망사건","인명사상","인명사상_어선_제809주영호_선원부상사건","인명사상",1
0.885277,"인명사상_어선_제809주영호_선원부상사건","인명사상","좌초_어선_지영호_좌초사건","좌초",0
0.884378,"기관손상_어선_제209신광호_기관손상사건","기관손상","인명사상_어선_제809주영호_선원부상사건","인명사상",0
0.883664,"충돌_낚시어선_현대호,_어선_풍차호_충돌사건","충돌","충돌_어선_은성호,_어선_이화호_충돌사건","충돌",1
0.883300,"접촉_어선_광영호_방파제_접촉사건","접촉","좌초_어선_제11동일호_좌초사건","좌초",0
0.882943,"충돌_어선_경덕호,_모터보트_봄봄_충돌사건","충돌","충돌_어선_혜수호-모터보트_해호_충돌사건","충돌",1
0.882784,"좌초_어선_제2019덕성호_좌초사건","좌초","화재_어선_제3문성호_화재사건","화재",0
0.882101,"충돌_낚시어선_금성피싱호&어선_수진호_충돌사건","충돌","충돌_어선_제27화승호&어선_화경호_충돌사건","충돌",1
0.881961,"인명사상_어선_27협신호_선원사망사건","인명사상","인명사상_어선_제2022대경호_선원부상사건","인명사상",1
0.881872,"인명사상_어선_대건호_선원부상사건","인명사상","인명사상_어선_선경2호_선원사망사건","인명사상",1
0.881816,"인명사상_어선_제306민금호_선원부상사건","인명사상","인명사상_어선_제311길령호_선원사망사건","인명사상",1
