similarity,id_a,category_a,id_b,category_b,same_category
0.047574,"접촉_컨테이너선_스타_익스프레스_부두시설_접촉사건","접촉","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.049227,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","화재_컨테이너선_시노코_요코하마호_화재사건","화재",0
0.050645,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","화재_예인선_태양21호의_피예인부선_태양5001호_화재사건","화재",0
0.053276,"인명사상_낚시어선_다원호_승객부상사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.055407,"충돌_낚시어선_아레스호·낚시어선_길성3호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.059346,"인명사상_어선_유정호_선원부상사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.060554,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","화재_낚시어선_금까마귀호_화재사건","화재",0
0.062682,"전복_어선_영광호_전복사건","전복","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.064082,"충돌_어선_제708우리호,_어선_제909민성호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.064233,"인명사상_어업지도선_무궁화37호_선원사망사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.065273,"충돌_세일링요트_나바다호_낚시어선_수성호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.067065,"인명사상_어선_영광호_선원부상사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.068988,"좌초_여객선_북도고속페리호_좌초사건","좌초","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.070381,"충돌_예인선_안진1호의_피예인부선_현대프린세스·기타선_삼성더블유-2호__108f14c9","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.070460,"인명사상_어선_대양호_선원사망사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.071115,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","화재_낚시어선_파워호_화재사건","화재",0
0.071747,"충돌_어선_유정호-모터보트_우리호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.071943,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","화재_낚시어선_오션파티호_폭발사건","화재",0
0.072241,"인명사상_산적화물선_프린세스호_작업원부상사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.075167,"좌초_낚시어선_짱구피싱호_좌초사건","좌초","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.075272,"접촉_일반화물선_제25금진호_부두시설접촉사건","접촉","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.075301,"충돌_석유제품운반선_카리스_낚시어선_선경호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.076645,"인명사상_급유선_대양호_선원_등_부상사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.076998,"충돌_낚시어선_오렌지호_낚시어선_포세이돈호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.078326,"인명사상_어선_제237양창호_선원사망사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.078431,"충돌_낚시어선_유빈호_모터보트_대양호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.079374,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","충돌_컨테이너선_홍콩_보이저호,_컨테이너선_티엔_푸_허_충돌사건","충돌",1
0.079431,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","해양오염_석유제품운반선_아람_해양오염사건","해양오염",0
0.081247,"인명사상_어선_금강7호_선원사망사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.082755,"인명사상_통선_백조102호_승객사망사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.083152,"충돌_어선_제52금영호_어선_광명호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.084364,"충돌_어선_보성호_어선_진성호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.085137,"충돌_낚시어선_여수휴리호,_어선_진영호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.086287,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","충돌_일반화물선_포세이돈_어선_형통호_충돌사건","충돌",1
0.086637,"인명사상_어선_제609천금호_선원부상사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.086698,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","화재_낚시어선_트레비스호_화재사건","화재",0
0.087156,"기타_산적화물선_씨칭다오_기관실_침수사건","기타","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.087391,"충돌_어선_글로벌호_어선_해양호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.087813,"인명사상_어선_성운호_잠수부사망사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
