similarity,id_a,category_a,id_b,category_b,same_category
0.087341,"전복_어선_영광호_전복사건","전복","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.088110,"인명사상_어선_영광호_선원부상사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.088807,"접촉_낚시어선_허리케인호_거가대교_교각접촉사건","접촉","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.090004,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","폭발_기타유조선_제3우진호_폭발사건","폭발",0
0.092091,"좌초_어선_경신호_좌초사건","좌초","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.092779,"충돌_어선_제27세길호_어선_풍어호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.093016,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","화재_어선_수진호_등_7척_화재사건","화재",0
0.093164,"충돌_낚시어선_라온호_낚시어선_대양1호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.093262,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","침몰_어선_고려호의_피예인어선_금강호_침몰사건","침몰",0
0.093424,"충돌_어선_대복호_어선_아진호_충돌사건","충돌","화재_예인선_태양21호의_피예인부선_태양5001호_화재사건","화재",0
0.093690,"좌초_어선_라온호_좌초사건","좌초","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.094267,"좌초_낚시어선_세븐피싱호_좌초사건","좌초","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.094928,"인명사상_어선_제7대성호_선원사망사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.096874,"충돌_어선_유정호-모터보트_우리호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.097466,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","행방불명_어선_해금호_선원실종사건","행방불명",0
0.098425,"인명사상_통선_제3성원호_승객사망사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.099674,"인명사상_어선_제33창남호_선원사상사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.099945,"인명사상_어선_금강7호_선원사망사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.101196,"충돌_어선_원진호_어선_아라호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.101628,"충돌_어선_대복호_어선_아진호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.101997,"충돌_어선_제53삼광호,_어선_동일호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.102218,"충돌_낚시어선_뉴청해호,_낚시어선_이프로1호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.102451,"전복_예인선_153강성5호의_피예인부선_강성3500호_전복사건","전복","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.102832,"충돌_어선_창준2호-어선_세훈호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.102862,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","충돌_유류_및_액체화학품산적운반선_울산_파이오니어_자동차운반선__f5b9037f","충돌",1
0.104020,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","침몰_예인선_707대진호의_피예인부선_제202한성호_침몰사건","침몰",0
0.105637,"인명사상_예인선_재원3호_선원부상사건","인명사상","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.106050,"충돌_석유제품운반선_카리스_낚시어선_선경호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.106714,"충돌_낚시어선_아레스호·낚시어선_길성3호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
0.106917,"좌초_어선_매일호_좌초사건","좌초","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",0
0.107422,"충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌","충돌_유류_및_액체화학품산적운반선_우진_켈리_석유제품운반선_골_055f93f7","충돌",1
0.107826,"충돌_어선_루이호·어선_현승호_충돌사건","충돌","충돌_예인선_케이-1호의_피예인부선_현대미포8001호ㆍ어선_해영3호_등_2척_충돌_d34f5078","충돌",1
