id,category,filename,x,y
인명사상_어선_221대성호_선원사망사건,인명사상,인명사상_어선_221대성호_선원사망사건.pdf,-27.1219,-2.8734
인명사상_어선_27협신호_선원사망사건,인명사상,인명사상_어선_27협신호_선원사망사건.hwpx,-15.9641,-6.9699
인명사상_어선_2유덕호_선원부상사건,인명사상,인명사상_어선_2유덕호_선원부상사건.hwpx,-17.0063,-2.1457
인명사상_어선_2통일호_선원사망사건,인명사상,인명사상_어선_2통일호_선원사망사건.pdf,-13.9843,-8.5825
인명사상_어선_301광명호_선원사망사건,인명사상,인명사상_어선_301광명호_선원사망사건.hwpx,-16.4447,-6.1692
인명사상_어선_313태양호_선원사망사건,인명사상,인명사상_어선_313태양호_선원사망사건.hwpx,-9.1692,-17.962
인명사상_어선_603조일호_선원사망사건,인명사상,인명사상_어선_603조일호_선원사망사건.hwp,-27.2829,-11.0438
인명사상_어선_78임수호_선원사망사건,인명사상,인명사상_어선_78임수호_선원사망사건.hwp,-14.9935,-18.9685
인명사상_어선_9009경진호_선원사망사건,인명사상,인명사상_어선_9009경진호_선원사망사건.hwp,-25.6672,-12.4979
인명사상_어선_9민성호_선원부상사건,인명사상,인명사상_어선_9민성호_선원부상사건.pdf,-21.3701,-1.5471
인명사상_어선_가람호_선원부상사건,인명사상,인명사상_어선_가람호_선원부상사건.pdf,-25.1326,-1.7349
인명사상_어선_건양호_선원사망사건,인명사상,인명사상_어선_건양호_선원사망사건.pdf,-28.4449,-1.9683
인명사상_어선_광일호_선원부상사건,인명사상,인명사상_어선_광일호_선원부상사건.pdf,-27.3297,1.3438
인명사상_어선_광정15호_선원사망사건,인명사상,인명사상_어선_광정15호_선원사망사건.hwpx,-8.3231,-7.6873
인명사상_어선_금강7호_선원사망사건,인명사상,인명사상_어선_금강7호_선원사망사건.pdf,-21.7533,1.2889
인명사상_어선_대건호_선원부상사건,인명사상,인명사상_어선_대건호_선원부상사건.pdf,-22.3802,0.8808
인명사상_어선_대신5호_선원부상사건,인명사상,인명사상_어선_대신5호_선원부상사건.pdf,-24.9291,-1.0707
인명사상_어선_대신호_선원실종사건,인명사상,인명사상_어선_대신호_선원실종사건.pdf,-26.2314,3.3755
인명사상_어선_대양호_선원사망사건,인명사상,인명사상_어선_대양호_선원사망사건.hwp,-25.5799,-7.3952
인명사상_어선_동운호_선원사망사건,인명사상,인명사상_어선_동운호_선원사망사건.hwp,-17.9989,-7.5068
인명사상_어선_동진호_선원부상사건,인명사상,인명사상_어선_동진호_선원부상사건.pdf,-21.9802,-0.4721
인명사상_어선_만복호_선원부상사건,인명사상,인명사상_어선_만복호_선원부상사건.hwp,-20.7895,-5.0952
인명사상_어선_만진호_선원사망사건,인명사상,인명사상_어선_만진호_선원사망사건.pdf,-17.7202,-14.3765
인명사상_어선_매일호_선원사망사건,인명사상,인명사상_어선_매일호_선원사망사건.hwpx,-10.7138,-4.5007
인명사상_어선_명성호_선원부상사건,인명사상,인명사상_어선_명성호_선원부상사건.pdf,-20.6478,3.4747
인명사상_어선_명성호_선원사망사건,인명사상,인명사상_어선_명성호_선원사망사건.hwp,-25.8998,-6.2403
인명사상_어선_명성호_선원사상사건,인명사상,인명사상_어선_명성호_선원사상사건.hwp,-24.6395,-6.0525
인명사상_어선_민성1호_선원사망사건,인명사상,인명사상_어선_민성1호_선원사망사건.pdf,-18.8963,-5.8529
인명사상_어선_바다2호_선원사망사건,인명사상,인명사상_어선_바다2호_선원사망사건.pdf,-13.2961,-5.821
인명사상_어선_반석호_선원사망사건,인명사상,인명사상_어선_반석호_선원사망사건.pdf,-25.9779,-8.7602
인명사상_어선_벽강호_선원사망사건,인명사상,인명사상_어선_벽강호_선원사망사건.hwp,-17.8316,8.0941
인명사상_어선_복연호_선원사망사건,인명사상,인명사상_어선_복연호_선원사망사건.hwp,-15.8159,-12.9212
인명사상_어선_봉민호_선원사망사건,인명사상,인명사상_어선_봉민호_선원사망사건.hwpx,-23.8444,-6.6038
인명사상_어선_부성호_선원실종사건,인명사상,인명사상_어선_부성호_선원실종사건.hwp,-6.086,-8.1142
인명사상_어선_블루드래곤호_선원실종사건,인명사상,인명사상_어선_블루드래곤호_선원실종사건.hwp,-21.6316,-8.7652
인명사상_어선_선경2호_선원사망사건,인명사상,인명사상_어선_선경2호_선원사망사건.hwp,-23.2914,-1.109
인명사상_어선_선경호_선원부상사건,인명사상,인명사상_어선_선경호_선원부상사건.pdf,-21.1943,-0.1251
인명사상_어선_성림5호_선원사망사건,인명사상,인명사상_어선_성림5호_선원사망사건.pdf,-22.8942,0.5593
인명사상_어선_성복호_선원사망사건,인명사상,인명사상_어선_성복호_선원사망사건.pdf,-15.6809,-4.2261
인명사상_어선_성운호_잠수부사망사건,인명사상,인명사상_어선_성운호_잠수부사망사건.hwp,-17.5633,8.5043
인명사상_어선_수정호_잠사부사망사건,인명사상,인명사상_어선_수정호_잠사부사망사건.hwp,13.3284,-22.9753
인명사상_어선_신영51호_선원사망사건,인명사상,인명사상_어선_신영51호_선원사망사건.pdf,-4.9533,-15.563
인명사상_어선_신영호_선원사망사건,인명사상,인명사상_어선_신영호_선원사망사건.pdf,-14.393,-4.0986
인명사상_어선_영광호_선원부상사건,인명사상,인명사상_어선_영광호_선원부상사건.hwp,-12.5801,-5.114
인명사상_어선_용진호_선원사망사건,인명사상,인명사상_어선_용진호_선원사망사건.hwp,-29.4763,-4.3692
인명사상_어선_원성호_선원부상사건(약식),인명사상,인명사상_어선_원성호_선원부상사건(약식).hwpx,-18.2967,-6.0395
인명사상_어선_유일호_선원부상사건,인명사상,인명사상_어선_유일호_선원부상사건.pdf,-24.505,-5.1293
인명사상_어선_유정호_선원부상사건,인명사상,인명사상_어선_유정호_선원부상사건.hwp,-20.8678,-2.6207
인명사상_어선_유정호_선원부상사건,인명사상,인명사상_어선_유정호_선원부상사건.pdf,-25.709,2.8832
인명사상_어선_유정호_선원사망사건,인명사상,인명사상_어선_유정호_선원사망사건.hwpx,-2.2806,-13.99
인명사상_어선_은성호_선원사망사건,인명사상,인명사상_어선_은성호_선원사망사건.hwp,-28.8299,-0.1734
인명사상_어선_은성호_선원사망사건,인명사상,인명사상_어선_은성호_선원사망사건.hwpx,2.1776,-16.6985
인명사상_어선_은진호_선원사망사건,인명사상,인명사상_어선_은진호_선원사망사건.hwpx,-20.2319,-13.9379
인명사상_어선_장미2호_선원사망사건,인명사상,인명사상_어선_장미2호_선원사망사건.pdf,-13.2141,-6.916
인명사상_어선_장순호_선원사망사건,인명사상,인명사상_어선_장순호_선원사망사건.pdf,-27.6212,-6.7373
인명사상_어선_정복호_선원부상사건,인명사상,인명사상_어선_정복호_선원부상사건.pdf,-20.0086,-7.0904
인명사상_어선_정빈호_선원사망사건,인명사상,인명사상_어선_정빈호_선원사망사건.hwp,-28.8171,-3.2346
인명사상_어선_정원호_선원부상사건,인명사상,인명사상_어선_정원호_선원부상사건.pdf,-27.196,-5.3344
인명사상_어선_제101부창호_선원사망사건,인명사상,인명사상_어선_제101부창호_선원사망사건.hwp,-20.2509,-10.9859
인명사상_어선_제101성화호_선원부상사건,인명사상,인명사상_어선_제101성화호_선원부상사건.hwp,-21.5522,-6.4523
인명사상_어선_제101순흥호_선원부상사건,인명사상,인명사상_어선_제101순흥호_선원부상사건.pdf,-19.9148,-0.3712
인명사상_어선_제101통영호_선원사상사건,인명사상,인명사상_어선_제101통영호_선원사상사건.hwp,-2.6088,-12.8441
인명사상_어선_제103부일호에_임시승선한_어선_제2007호_선원사망사건,인명사상,인명사상_어선_제103부일호에_임시승선한_어선_제2007호_선원사망사건.pdf,-14.0944,-7.2412
인명사상_어선_제103해금호_선원부상사건,인명사상,인명사상_어선_제103해금호_선원부상사건.hwp,-23.7857,5.2088
인명사상_어선_제105대진호_선원사망사건,인명사상,인명사상_어선_제105대진호_선원사망사건.hwp,5.9337,-21.6294
인명사상_어선_제107명진호_선원사망사건,인명사상,인명사상_어선_제107명진호_선원사망사건.hwp,-28.7073,-2.0351
인명사상_어선_제118금성호_선원부상사건,인명사상,인명사상_어선_제118금성호_선원부상사건.pdf,-30.5738,4.3371
인명사상_어선_제11태화호_선원사망사건,인명사상,인명사상_어선_제11태화호_선원사망사건.hwpx,-22.5737,-14.7221
인명사상_어선_제128대진호_선원사상사건,인명사상,인명사상_어선_제128대진호_선원사상사건.hwp,-30.1924,4.5663
인명사상_어선_제15수영호_선원실종사건,인명사상,인명사상_어선_제15수영호_선원실종사건.pdf,-29.9543,6.2859
인명사상_어선_제17덕진호_선원사망사건,인명사상,인명사상_어선_제17덕진호_선원사망사건.hwpx,-10.1894,-18.387
인명사상_어선_제1만선호_부상사건,인명사상,인명사상_어선_제1만선호_부상사건.hwpx,-25.8713,-1.5826
인명사상_어선_제2017세종호_선원사망사건,인명사상,인명사상_어선_제2017세종호_선원사망사건.hwpx,-28.6539,3.9149
인명사상_어선_제201창남호_선원부상사건,인명사상,인명사상_어선_제201창남호_선원부상사건.hwpx,-26.8984,3.2499
인명사상_어선_제2022대경호_선원부상사건,인명사상,인명사상_어선_제2022대경호_선원부상사건.hwpx,-15.965,-11.3247
인명사상_어선_제203대성호_선원사망사건,인명사상,인명사상_어선_제203대성호_선원사망사건.pdf,-22.478,-2.5987
인명사상_어선_제203대영호_선원부상사건,인명사상,인명사상_어선_제203대영호_선원부상사건.pdf,-19.4793,-0.5107
인명사상_어선_제205금성호_선원사망사건,인명사상,인명사상_어선_제205금성호_선원사망사건.hwpx,-17.1678,-5.2031
인명사상_어선_제205연흥호_선원사망사건,인명사상,인명사상_어선_제205연흥호_선원사망사건.pdf,-3.1682,-16.4484
인명사상_어선_제207해선호_선원사망사건,인명사상,인명사상_어선_제207해선호_선원사망사건.hwp,-22.5159,-11.15
인명사상_어선_제208대일호_선원실종사건,인명사상,인명사상_어선_제208대일호_선원실종사건.pdf,-18.3635,-11.219
인명사상_어선_제21구진호_선원부상사건,인명사상,인명사상_어선_제21구진호_선원부상사건.hwp,-20.1003,1.7069
인명사상_어선_제21남경호_부유물감김사건으로_인한_선원사망사건,인명사상,인명사상_어선_제21남경호_부유물감김사건으로_인한_선원사망사건.pdf,-8.0168,-17.713
인명사상_어선_제237양창호_선원사망사건,인명사상,인명사상_어선_제237양창호_선원사망사건.hwp,-11.5799,4.4999
인명사상_어선_제23보경호_선원사망사건,인명사상,인명사상_어선_제23보경호_선원사망사건.hwp,-25.08,-10.586
인명사상_어선_제25민성호_선원부상사건,인명사상,인명사상_어선_제25민성호_선원부상사건.pdf,-22.8929,1.1066
인명사상_어선_제27연정호_선원사망사건,인명사상,인명사상_어선_제27연정호_선원사망사건.hwpx,-7.1077,-16.7331
인명사상_어선_제286혜승호_선원사망사건,인명사상,인명사상_어선_제286혜승호_선원사망사건.hwp,22.9381,-0.8518
인명사상_어선_제28득명호_선원사망사건,인명사상,인명사상_어선_제28득명호_선원사망사건.hwp,-24.8607,4.6337
인명사상_어선_제2고려호_선원실종사건,인명사상,인명사상_어선_제2고려호_선원실종사건.pdf,4.4782,-18.7581
인명사상_어선_제2성화호_선원부상사건,인명사상,인명사상_어선_제2성화호_선원부상사건.pdf,-19.169,-2.2693
인명사상_어선_제2창성호_선원실종사건,인명사상,인명사상_어선_제2창성호_선원실종사건.pdf,-27.8381,-4.8294
인명사상_어선_제2천양호_선원부상사건,인명사상,인명사상_어선_제2천양호_선원부상사건.hwp,-25.2951,8.0257
인명사상_어선_제302용선호_선원부상사건,인명사상,인명사상_어선_제302용선호_선원부상사건.hwpx,-17.3662,-8.3192
인명사상_어선_제306민금호_선원부상사건,인명사상,인명사상_어선_제306민금호_선원부상사건.hwp,-24.5898,-12.2017
인명사상_어선_제306민금호_선원사망사건,인명사상,인명사상_어선_제306민금호_선원사망사건.hwp,-25.0784,-11.5818
인명사상_어선_제307상진호_선원부상사건,인명사상,인명사상_어선_제307상진호_선원부상사건.hwp,-23.1351,-14.1526
인명사상_어선_제307영용호_선원사망사건,인명사상,인명사상_어선_제307영용호_선원사망사건.hwp,-3.59,-13.3039
인명사상_어선_제309부영호_선원사망사건,인명사상,인명사상_어선_제309부영호_선원사망사건.hwp,-11.7357,4.5644
인명사상_어선_제311길령호_선원사망사건,인명사상,인명사상_어선_제311길령호_선원사망사건.hwp,-26.8055,-13.4583
인명사상_어선_제31금영호_선원부상사건,인명사상,인명사상_어선_제31금영호_선원부상사건.hwpx,-19.7421,-13.9647
인명사상_어선_제31금영호_선원실종사건,인명사상,인명사상_어선_제31금영호_선원실종사건.hwp,-19.3584,-15.1863
인명사상_어선_제322광덕호_선원부상사건,인명사상,인명사상_어선_제322광덕호_선원부상사건.pdf,-12.1445,-8.3873
인명사상_어선_제33동익호_선원사망사건,인명사상,인명사상_어선_제33동익호_선원사망사건.hwp,-12.1907,-11.1521
인명사상_어선_제33영신호_선원사망사건,인명사상,인명사상_어선_제33영신호_선원사망사건.hwp,-9.1852,-2.5005
인명사상_어선_제33창남호_선원사상사건,인명사상,인명사상_어선_제33창남호_선원사상사건.hwp,-24.2005,2.1507
인명사상_어선_제388미래호_선원사망사건,인명사상,인명사상_어선_제388미래호_선원사망사건.hwpx,-21.4993,-10.864
인명사상_어선_제38미래호_선원부상사건,인명사상,인명사상_어선_제38미래호_선원부상사건.hwpx,-24.8192,-2.9404
인명사상_어선_제3명신호_선원사망사건,인명사상,인명사상_어선_제3명신호_선원사망사건.hwp,-9.1898,-2.3058
인명사상_어선_제505한진호_선원부상사건,인명사상,인명사상_어선_제505한진호_선원부상사건.hwp,-26.2909,0.0629
인명사상_어선_제505협신호_선원사망사건,인명사상,인명사상_어선_제505협신호_선원사망사건.hwp,-24.4324,0.7811
인명사상_어선_제505협신호_선원사망사건_1,인명사상,인명사상_어선_제505협신호_선원사망사건_1.hwp,-23.7072,-11.6715
인명사상_어선_제608승진호_선원사망사건,인명사상,인명사상_어선_제608승진호_선원사망사건.hwp,-20.8252,-12.0725
인명사상_어선_제608승진호_선원사망사건_1,인명사상,인명사상_어선_제608승진호_선원사망사건_1.hwp,-26.7685,-13.3183
인명사상_어선_제609천금호_선원부상사건,인명사상,인명사상_어선_제609천금호_선원부상사건.hwp,-25.5782,0.4824
인명사상_어선_제707우성호_잠수부사망사건,인명사상,인명사상_어선_제707우성호_잠수부사망사건.hwpx,-20.8409,-14.5631
인명사상_어선_제72해영호_선원사망사건,인명사상,인명사상_어선_제72해영호_선원사망사건.hwp,-20.7203,-12.3473
인명사상_어선_제77태광호_선원부상사건,인명사상,인명사상_어선_제77태광호_선원부상사건.pdf,-23.4848,-6.2492
인명사상_어선_제793금정호_선원실종사건,인명사상,인명사상_어선_제793금정호_선원실종사건.pdf,-1.1976,-13.9633
인명사상_어선_제7대성호_선원사망사건,인명사상,인명사상_어선_제7대성호_선원사망사건.hwp,22.1561,-4.5612
인명사상_어선_제7만복호_선원사망사건,인명사상,인명사상_어선_제7만복호_선원사망사건.hwp,-22.9685,-9.9453
인명사상_어선_제7조흥호_선원사망사건,인명사상,인명사상_어선_제7조흥호_선원사망사건.pdf,-19.5443,-9.4404
인명사상_어선_제7환경호_선원부상사건,인명사상,인명사상_어선_제7환경호_선원부상사건.hwp,-20.7123,-5.1266
인명사상_어선_제802덕해호_선원부상사건,인명사상,인명사상_어선_제802덕해호_선원부상사건.hwpx,-17.5386,-2.2478
인명사상_어선_제809주영호_선원부상사건,인명사상,인명사상_어선_제809주영호_선원부상사건.hwp,-9.8081,-13.9052
인명사상_어선_제809주영호_선원사망사건,인명사상,인명사상_어선_제809주영호_선원사망사건.hwp,-9.76,-13.9255
인명사상_어선_제909주영호_선원실종사건,인명사상,인명사상_어선_제909주영호_선원실종사건.hwp,-10.4903,-2.1228
인명사상_어선_제99부영호_선원사망사건,인명사상,인명사상_어선_제99부영호_선원사망사건.hwp,-6.177,-10.7686
인명사상_어선_제99희영호_선원부상사건,인명사상,인명사상_어선_제99희영호_선원부상사건.hwp,-13.0731,-15.1151
인명사상_어선_주용호_선원사망사건,인명사상,인명사상_어선_주용호_선원사망사건.pdf,-23.1323,-3.4212
인명사상_어선_창덕호_선원부상사건,인명사상,인명사상_어선_창덕호_선원부상사건.pdf,-18.3952,-0.1562
인명사상_어선_창오호_선원사망사건,인명사상,인명사상_어선_창오호_선원사망사건.hwp,-12.0065,-1.0142
인명사상_어선_천금호_선원사망사건,인명사상,인명사상_어선_천금호_선원사망사건.hwp,-23.7253,-13.8859
인명사상_어선_천일호_선원사망사건,인명사상,인명사상_어선_천일호_선원사망사건.pdf,-22.665,2.745
인명사상_어선_청강호_선원사망사건,인명사상,인명사상_어선_청강호_선원사망사건.pdf,-22.8875,-0.3052
인명사상_어선_청용호_잠수부사망사건,인명사상,인명사상_어선_청용호_잠수부사망사건.hwp,-17.7072,8.24
인명사상_어선_통일호_선원사망사건,인명사상,인명사상_어선_통일호_선원사망사건.pdf,-13.506,-9.8067
인명사상_어선_한별호_선원사망사건,인명사상,인명사상_어선_한별호_선원사망사건.pdf,-10.0966,-5.2768
인명사상_어선_해성호_선원사망사건,인명사상,인명사상_어선_해성호_선원사망사건.hwpx,-22.8931,-8.1676
인명사상_어선_현대호_선원사상사건,인명사상,인명사상_어선_현대호_선원사상사건.pdf,-19.7397,-8.8129
인명사상_어선_화영호_선원사망사건,인명사상,인명사상_어선_화영호_선원사망사건.hwp,-23.0406,-8.1657
인명사상_어업지도선_무궁화37호_선원사망사건,인명사상,인명사상_어업지도선_무궁화37호_선원사망사건.hwpx,-24.4515,5.2566
인명사상_예선_바다2호_선원사망사건,인명사상,인명사상_예선_바다2호_선원사망사건.hwp,-1.6236,6.9923
인명사상_예인선_101한진호_선원부상사건,인명사상,인명사상_예인선_101한진호_선원부상사건.hwp,10.8338,17.9354
인명사상_예인선_101한진호_선원사망사건,인명사상,인명사상_예인선_101한진호_선원사망사건.pdf,-10.5431,-15.2197
인명사상_예인선_2002해영_선원사망사건,인명사상,인명사상_예인선_2002해영_선원사망사건.hwp,-2.7778,2.5701
인명사상_예인선_77신정호_선원부상사건,인명사상,인명사상_예인선_77신정호_선원부상사건.hwp,-25.0188,5.8691
인명사상_예인선_건우1200호_선원사망사건,인명사상,인명사상_예인선_건우1200호_선원사망사건.hwp,-9.958,11.6438
인명사상_예인선_용진_선원부상사건,인명사상,인명사상_예인선_용진_선원부상사건.hwp,4.3043,-3.8065
인명사상_예인선_재원3호_선원부상사건,인명사상,인명사상_예인선_재원3호_선원부상사건.pdf,-22.6712,5.0699
인명사상_예인선_전남912호의_피예인부선_6001고려호_선원사망사건,인명사상,인명사상_예인선_전남912호의_피예인부선_6001고려호_선원사망사건.hwpx,-2.2463,7.6425
인명사상_예인선_제201동성호_선원사망사건,인명사상,인명사상_예인선_제201동성호_선원사망사건.hwp,0.9935,-14.7644
인명사상_예인선_제3001광진호_선원사망사건,인명사상,인명사상_예인선_제3001광진호_선원사망사건.hwp,19.1648,-1.3276
인명사상_예인선_태양25호_선원부상사건,인명사상,인명사상_예인선_태양25호_선원부상사건.hwpx,-22.2865,8.296
인명사상_예인선_해성1호_잠수사사망사건,인명사상,인명사상_예인선_해성1호_잠수사사망사건.hwp,-7.9342,-20.6555
인명사상_예인선_현대쥬베일호_선원사망사건,인명사상,인명사상_예인선_현대쥬베일호_선원사망사건.hwp,5.0703,7.6875
인명사상_예인선_현대쥬베일호_선원사망사건,인명사상,인명사상_예인선_현대쥬베일호_선원사망사건.pdf,-5.7475,-22.3342
인명사상_예인선_효종호_선원사망사건,인명사상,인명사상_예인선_효종호_선원사망사건.hwp,-3.0559,7.3396
인명사상_원양어선_사조_패밀리아호_선원사망사건,인명사상,인명사상_원양어선_사조_패밀리아호_선원사망사건.hwp,-9.7035,-9.5294
인명사상_원양어선_세인_파이오니아호_선원사망사건,인명사상,인명사상_원양어선_세인_파이오니아호_선원사망사건.hwpx,-20.4905,-3.3235
인명사상_원양어선_슐에스테701호_선원사망사건,인명사상,인명사상_원양어선_슐에스테701호_선원사망사건.hwpx,0.6744,-10.1722
인명사상_유류_및_액체화학품_산적운반선_한림에이스_선원사망사건,인명사상,인명사상_유류_및_액체화학품_산적운반선_한림에이스_선원사망사건.hwp,-8.0768,-24.378
